"","environment","location","year","Genotype","swelling.index","swelling.power","WAC","Bulk.Density"
"y.66","Umudike_2022","Umudike","2022","NR17C2aF61P011",2.8,6.168,504,0.883
"y.67","Umudike_2022","Umudike","2022","NR17C2aF61P013",3.043,7.531,554,0.82
"y.68","Umudike_2022","Umudike","2022","NR17C2aF61P015",2.167,9.494,579,0.896
"y.69","Umudike_2022","Umudike","2022","NR17C2aF62P015",2.84,8.688,533,0.779
"y.70","Umudike_2022","Umudike","2022","NR17C2aF62P020",3.81,8.032,560,0.791
"y.71","Umudike_2022","Umudike","2022","NR17C2aF62P024",2.937,8.286,560.5,0.781
"y.72","Umudike_2022","Umudike","2022","NR17C2aF65P009",2.958,9.07,564,0.779
"y.73","Umudike_2022","Umudike","2022","NR17C2aF65P017",2.8,7.609,539,0.77
"y.74","Umudike_2022","Umudike","2022","NR17C2aF65P020",2,6.268,477,0.952
"y.75","Umudike_2022","Umudike","2022","NR17C2aF65P024",2.792,9.448,456,0.714
"y.76","Umudike_2022","Umudike","2022","NR17C2aF65P027",3.261,6.413,520,0.857
"y.77","Umudike_2022","Umudike","2022","NR17C2aF66P014",2.037,7.247,496,0.845
"y.78","Umudike_2022","Umudike","2022","NR17C2aF69P009",2.792,7.084,551,0.761
"y.79","Umudike_2022","Umudike","2022","NR17C2aF6P005",2.64,7.947,563,0.653
"y.80","Umudike_2022","Umudike","2022","NR17C2aF6P007",3.381,7.293,560,0.769
"y.81","Umudike_2022","Umudike","2022","NR17C2aF6P030",2.962,7.457,580,0.75
"y.82","Umudike_2022","Umudike","2022","NR17C2aF6P044",2.86,8.614,597,0.763
"y.83","Umudike_2022","Umudike","2022","NR17C2aF6P045",2.6,7.564,565,0.76
"y.84","Umudike_2022","Umudike","2022","NR17C2aF6P046",3.034,8.03,621,0.706
"y.85","Umudike_2022","Umudike","2022","NR17C2aF70P001",2.455,8.438,591.5,0.739
"y.86","Umudike_2022","Umudike","2022","NR17C2aF70P007",3.5,6.84,482,0.834
"y.87","Umudike_2022","Umudike","2022","NR17C2aF70P008",3.432,7.148,509,0.75
"y.88","Umudike_2022","Umudike","2022","NR17C2aF79P001",3.5,7.204,552,0.8
"y.89","Umudike_2022","Umudike","2022","NR17C2aF79P005",3,8.75,548,0.801
"y.90","Umudike_2022","Umudike","2022","NR17C2aF79P007",2.48,9.648,535.5,0.751
"y.91","Umudike_2022","Umudike","2022","NR17C2aF79P016",2.913,8.722,596,0.811
"y.92","Umudike_2022","Umudike","2022","NR17C2aF7P007",3,6.865,477,0.822
"y.93","Umudike_2022","Umudike","2022","NR17C2aF7P008",3.5,7.253,583,0.732
"y.94","Umudike_2022","Umudike","2022","NR17C2aF7P023",2.857,7.699,511,0.789
"y.95","Umudike_2022","Umudike","2022","NR17C2aF7P030",3.05,6.469,488,0.822
"y.96","Umudike_2022","Umudike","2022","NR17C2aF7P044",3.2,8.461,619,0.683
"y.97","Umudike_2022","Umudike","2022","NR17C2aF7P045",2.955,8.758,536,0.761
"y.98","Umudike_2022","Umudike","2022","NR17C2aF7P052",2.8,9.809,534,0.801
"y.99","Umudike_2022","Umudike","2022","NR17C2aF7P058",3.077,8.582,583,0.714
"y.100","Umudike_2022","Umudike","2022","NR17C2aF7P062",2.692,6.818,552,0.8
"y.101","Umudike_2022","Umudike","2022","NR17C2aF7P065",2.9,7.699,559,0.8
"y.102","Umudike_2022","Umudike","2022","NR17C2aF7P067",3.222,7.831,579.5,0.691
"y.103","Umudike_2022","Umudike","2022","NR17C2aF7P070",2.697,8.46,530.5,0.786
"y.104","Umudike_2022","Umudike","2022","NR17C2aF7P071",2.381,8.44,365,0.858
"y.105","Umudike_2022","Umudike","2022","NR17C2aF81P002",2.92,7.214,638,0.638
"y.106","Umudike_2022","Umudike","2022","NR17C2aF81P003",2.8,8.011,608,0.801
"y.107","Umudike_2022","Umudike","2022","NR17C2aF82P002",3.12,9.213,637,0.834
"y.108","Umudike_2022","Umudike","2022","NR17C2aF82P008",3.478,7.642,645,0.682
"y.109","Umudike_2022","Umudike","2022","NR17C2aF83P018",2.28,9.587,516,0.801
"y.110","Umudike_2022","Umudike","2022","NR17C2aF84P004",3.333,9.323,596,0.822
"y.111","Umudike_2022","Umudike","2022","NR17C2aF87P010",3.095,6.458,514,0.857
"y.112","Umudike_2022","Umudike","2022","NR17C2aF87P011",3.003,7.891,613,0.702
"y.113","Umudike_2022","Umudike","2022","NR17C2aF89P008",1.964,10.211,425,0.834
"y.114","Umudike_2022","Umudike","2022","NR17C2aF89P009",2.6,8.116,516,0.77
"y.115","Umudike_2022","Umudike","2022","NR17C2aF89P010",2.8,7.551,560,0.779
"y.116","Umudike_2022","Umudike","2022","NR17C2aF89P013",2.615,8.505,469,0.759
"y.117","Umudike_2022","Umudike","2022","NR17C2aF89P014",2.97,9.275,499,0.78
"y.118","Umudike_2022","Umudike","2022","NR17C2aF89P018",3.095,10.182,509,0.823
"y.119","Umudike_2022","Umudike","2022","NR17C2aF89P020",3.28,9.148,624,0.653
"y.120","Umudike_2022","Umudike","2022","NR17C2aF89P021",2.739,6.357,493,0.811
"y.121","Umudike_2022","Umudike","2022","NR17C2aF89P028",2.8,9.054,524,0.79
"y.122","Umudike_2022","Umudike","2022","NR17C2aF89P045",2.321,9.187,504,0.723
"y.123","Umudike_2022","Umudike","2022","NR17C2aF89P050",3.55,7.736,550,0.834
"y.124","Umudike_2022","Umudike","2022","NR17C2aF89P058",3.04,7.221,458,0.811
"y.125","Umudike_2022","Umudike","2022","NR17C2aF89P067",2.593,7.554,604,0.594
"y.126","Umudike_2022","Umudike","2022","NR17C2aF89P069",3.5,9.232,563,0.822
"y.127","Umudike_2022","Umudike","2022","NR17C2aF89P084",2.652,7.909,482,0.834
"y.128","Umudike_2022","Umudike","2022","NR17C2aF89P088",2.885,9.121,526,0.789
"y.129","Umudike_2022","Umudike","2022","NR17C2aF89P091",2.8,9.705,522,0.732
"y.130","Umudike_2022","Umudike","2022","NR17C2aF89P096",2.52,6.162,513,0.822
"y.131","Umudike_2022","Umudike","2022","NR17C2aF89P102",2.875,7.315,604,0.75
"y.132","Umudike_2022","Umudike","2022","NR17C2aF90P001",2.429,8.188,465,0.652
"y.133","Umudike_2022","Umudike","2022","NR17C2aF90P007",2.367,9.567,583,0.812
"y.134","Umudike_2022","Umudike","2022","NR17C2aF90P008",2.321,8.464,538,0.698
"y.135","Umudike_2022","Umudike","2022","NR17C2aF91P001",2.727,6.103,508,0.769
"y.136","Umudike_2022","Umudike","2022","NR17C2aF91P004",2.633,9.207,551,0.75
"y.137","Umudike_2022","Umudike","2022","NR17C2aF91P006",3.619,7.438,582,0.79
"y.138","Umudike_2022","Umudike","2022","NR17C2aF91P008",2.652,5.926,528,0.8
"y.139","Umudike_2022","Umudike","2022","NR17C2aF91P011",2.565,7.75,612,0.769
"y.140","Umudike_2022","Umudike","2022","NR17C2aF92P001",2.84,6.213,573,0.732
"y.141","Umudike_2022","Umudike","2022","NR17C2aF92P002",2.407,7.959,584,0.811
"y.142","Umudike_2022","Umudike","2022","NR17C2aF92P003",2.642,9.711,499,0.852
"y.143","Umudike_2022","Umudike","2022","NR17C2aF92P005",3.174,8.839,599,0.822
"y.144","Umudike_2022","Umudike","2022","NR17C2aF93P010",3.286,6.857,452,0.732
"y.145","Umudike_2022","Umudike","2022","NR17C2aF94P013",2.8,6.663,550,0.723
"y.146","Umudike_2022","Umudike","2022","NR17C2aF95P003",2.26,5.97,499.5,0.779
"y.147","Umudike_2022","Umudike","2022","NR17C2aF95P009",2.8,6.969,606,0.834
"y.148","Umudike_2022","Umudike","2022","NR17C2aF95P015",2.367,8.851,386,0.769
"y.149","Umudike_2022","Umudike","2022","NR17C2aF95P021",2.423,9.554,563,0.79
"y.150","Umudike_2022","Umudike","2022","NR17C2aF97P002",2.76,6.851,530,0.811
"y.151","Umudike_2022","Umudike","2022","NR17C2aF98P001",2.54,8.739,557,0.718
"y.152","Umudike_2022","Umudike","2022","NR17C2aF99P002",2.6,6.62,497,0.811
"y.153","Umudike_2022","Umudike","2022","NR17C2aF9P010",2.6,8.989,494,0.86
"y.154","Umudike_2022","Umudike","2022","NR17C2aF9P013",2.955,7.656,503,0.834
"y.155","Umudike_2022","Umudike","2022","NR8082",2.84,7.6,580,0.857
"y.156","Umudike_2022","Umudike","2022","TMEB419",2.833,9.778,612,0.87
"y.157","Umudike_2022","Umudike","2022","TMEB7",2.81,6.103,442,0.822
